title	link	date	abstract	author	surtitle	source
Eine Eigendynamik im Krieg um den Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD3201503314539823_5	2015-03-31	"Die ""Frankfurter Rundschau"" lenkt den Blick auf die Vorkommnisse im Jemen: /  / ""Durch die Luftschläge gegen die Houthis im Jemen hat die Regierung ...
         ..Die ""Frankfurter Rundschau"" lenkt den Blick auf die Vorkommnisse im Jemen:

""Durch die Luftschläge gegen die Houthis im Jemen.."			FAZ
Im Jemen F-15 gegen den Krummdolch	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD3201503314539823_4	2015-03-31	"Die Zeitung ""Die Presse"" (Wien) warnt vor dem militärischen Eingreifen im Jemen: /  / ""Die vereinigten, mit allermodernsten Waffen aus der ganzen ...
         ..Die Zeitung ""Die Presse"" (Wien) warnt vor dem militärischen Eingreifen im Jemen:

""Die vereinigten, mit allermodernsten Waffen.."			FAZ
Flüchtlingslager im Jemen bei Luftangriff getroffen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201503314539633	2015-03-31	"mrb. KAIRO, 30. März. Im Jemen ist ein Flüchtlingslager durch einen Luftangriff getroffen worden. Das berichteten sowohl die örtliche Presse ...
         ..Im Jemen ist ein Flüchtlingslager durch einen Luftangriff getroffen worden...  ..Saudi-Arabiens Botschafter in den Vereinigten Staaten, Adel al Dschubair, schloss auch die Entsendung von Bodentruppen in den Jemen..  ..Der saudische König Salman äußerte sich am Montag unterdessen offen für Gespräche mit allen politischen Kräften im Jemen,.."		IOM: Dutzende Tote / Schwere Gefechte in Aden / Saudi-Arabien schließt Einsatz von Bodentruppen nicht aus	FAZ
Regionalmächte sollten im Jemen vermitteln	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1N201503304538923_4	2015-03-30	"Die ""Neue Zürcher Zeitung am Sonntag"" kommentiert die Luftangriffe Saudi-Arabiens im Kampf gegen Houthi-Rebellen im Jemen: /  / ""Einmal mehr wiederholt ...
         ..Die ""Neue Zürcher Zeitung am Sonntag"" kommentiert die Luftangriffe Saudi-Arabiens im Kampf gegen Houthi-Rebellen im Jemen..  ..Zerfall profitieren derzeit nur jene, welche für die Region eine große Gefahr darstellen: die Terrorgruppen Al Qaida in Jemen.."			FAZ
Krieg im Jemen droht zum Flächenbrand zu werden	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1N201503304538923_5	2015-03-30	"Die französische Tageszeitung ""Le Monde"" kommentiert ebenfalls den Luftkrieg Saudi-Arabiens gegen die Houthis: /  / ""Der Jemen gehört zu den ärmsten ...
         ..Die französische Tageszeitung ""Le Monde"" kommentiert ebenfalls den Luftkrieg Saudi-Arabiens gegen die Houthis:

""Der Jemen..  ..Seit Jahren wird im Jemen gekämpft...  ..Allerdings scheint das Land zum Sammelpunkt aller Sunniten geworden zu sein, die im Jemen das stoppen wollen, was sie als.."			FAZ
Heftige Gefechte in Aden, Luftangriffe in Sanaa	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20150330_3514066	2015-03-30	"Im südjemenetischen Aden ist es am Montag zu schweren Kämpfen zwischen Einheiten des gestürzten Präsidenten Abd Rabbo Mansur Hadi und Houthi- ...
         ..Saudi-Arabiens Botschafter in den Vereinigten Staaten, Adel al Dschubair, schloss auch die Entsendung von Bodentruppen in den Jemen..  ..König Salman äußerte sich am Montag unterdessen offen für Gespräche mit allen politischen Kräften im Jemen, die bereit seien.."	Markus Bickel	Krieg im Jemen	FAZ
Im Zermürbungswettbewerb	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181026_5858717	2018-10-26	"Die Männer haben Pause. Sturmgewehre baumeln von ihren Schultern herunter, jeder hält eine Plastiktüte mit den berauschenden Trieben des Qat- ...
         ..Die Schlacht um Hudaida verläuft zäh wie der gesamte Krieg im Jemen...  ..Bislang hielt sich die ausländische Kritik in Grenzen, und Washington unterstützt den Jemen-Feldzug weiter...  ..""Achtzehn Millionen Menschen können im Jemen nicht zuverlässig mit Nahrung versorgt werden..."	Christoph Ehrhardt	Jemen-Krieg	FAZ
Im Jemen droht eine Hungerkatastrophe	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201810255548381	2018-10-25	"cmei./Lt. FRANKFURT/BERLIN, 24. Oktober. 14 Millionen Menschen im Jemen, die Hälfte der Bevölkerung des Landes, sind nach Angaben der Vereinten ...
         ..Oktober. 14 Millionen Menschen im Jemen, die Hälfte der Bevölkerung des Landes, sind nach Angaben der Vereinten Nationen..  ..Der Jemen stehe kurz vor einer ""riesengroßen Hungersnot"", die alle Erfahrungen der vergangenen zwanzig Jahre übersteigen..  ..Die UN warnen seit langem vor den katastrophalen Folgen des Krieges im Jemen, wo eine von Saudi-Arabien geführte Koalition.."		UN: Hälfte der 28 Millionen Einwohner bedroht / Humanitäre Waffenruhe gefordert	FAZ
14 Millionen Menschen von Hungersnot bedroht	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181024_5853981	2018-10-24	"Die humanitäre Katastrophe im Jemen weitet sich aus. Die Vereinten Nationen haben vor einer ""Hungersnot mit dramatischen Ausmaßen"". Laut der ...
         ..Die humanitäre Katastrophe im Jemen weitet sich aus...  ..tobten immer heftigere Kämpfe um die Hafenstadt Hodeidah, über die die meisten Lebensmittelimporte und Hilfseinfuhren in den Jemen.."		Krieg im Jemen	FAZ
Testfall Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201810235546211	2018-10-23	"Angesichts fortgesetzter Rüstungsexporte nach Saudi-Arabien, in die Vereinigten Arabischen Emirate und nach Jordanien erhebt die Gemeinsame ...
         ..Sie habe ""im Koalitionsvertrag erklärt, dass sie keine Waffen mehr an Staaten liefern werde, die am Jemen-Krieg teilnehmen..  ..Durch diese Politik wird die Bundesregierung zunehmend mitverantwortlich für die humanitäre Katastrophe im Jemen"", erklärte..  ..Er bekräftigte seine Forderung, sämtliche Rüstungsausfuhren - auch bereits genehmigte - an Länder zu stoppen, die im Jemen.."		GKKE gegen Genehmigung deutscher Waffenexporte	FAZ
Al-Wazir verurteilt Waffenlieferungen an Saudi-Arabien	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20181022_5850889	2018-10-22	"Der Spitzenkandidat der hessischen Grünen, Tarek Al-Wazir, hat eindringlich ein Ende der deutschen Waffenlieferungen an Saudi-Arabien und damit ...
         ..Tarek Al-Wazir, hat eindringlich ein Ende der deutschen Waffenlieferungen an Saudi-Arabien und damit auch für den Krieg im Jemen..  ..""Mein Vater lebt in Sanaa, Teile meiner Familie leben im Jemen"", sagte der Landeswirtschaftsminister am Montag in Berlin,..  ..Im Jemen gebe es seit dreieinhalb Jahren die weltweit ""schlimmste humanitäre Katastrophe"", die von Menschenhand gemacht sei.."		Krieg in Jemen	FAZ
14 Zivilisten bei Luftangriff auf Stadt Marib getötet	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20210605_7375078	2021-06-05	"Im Krieg in Jemen sind 14 Zivilisten bei einem Luftangriff auf die Stadt Marib getötet worden. Huthi-Rebellen hatten eine Tankstelle attackiert, ...
         ..Im Jemen herrscht seit sechs Jahren Krieg zwischen den von Saudi-Arabien und anderen arabischen Staaten unterstützten Truppen..  ..Die Vereinten Nationen stufen die Lage im Jemen als schwerste humanitäre Krise der Welt ein.

AFP.."		Krieg im Jemen	FAZ
Huthi rücken auf letzte Regierungs-Hochburg im Norden Jemens vor	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20210425_7310999	2021-04-25	"Bei Gefechten zwischen Regierungstruppen und Aufständischen werden zahlreiche Menschen getötet. Die Rebellen nähern sich der entscheidenden ...
         ..Bei den jüngsten Kämpfen zwischen Regierungstruppen und Aufständischen im Jemen sind mindestens 65 Menschen getötet worden..  ..Die rund 75 Kilometer westlich von Marib gelegene Hauptstadt des Jemen, Sanaa, wird von den Rebellen kontrolliert...  ..Die Vereinten Nationen stufen die Lage im Jemen als schwerste humanitäre Krise der Welt ein.

AFP.."		Schwere Kämpfe bei Marib	FAZ
Im Jemen droht 400.000 Kindern der Hungertod	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20211011_7580612	2021-10-11	"Rund zwei Drittel der Bevölkerung in dem gebeutelten Land sind auf humanitäre Hilfe angewiesen. Die sich ausweitenden Kämpfe im Süden verschlimmere ...
         ..Im Bürgerkriegsland Jemen stehen nach Angaben der Vereinten Nationen fast 400.000 Kinder vor dem Hungertod...  ..siebenjährigen Konflikt brauchten 20 Millionen Menschen Hilfe, das seien zwei Drittel der Bevölkerung, sagte der UN-Koordinator im Jemen.."		Vereinte Nationen warnen	FAZ
Deals und schwere Kämpfe	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1202110026301232	2021-10-02	"Die Zeichen stehen im Jemen auf Eskalation: Die Huthi-Rebellen scheinen derzeit nicht aufzuhalten zu sein. Immer weiter nähern sie sich ihrem ...
         ..Die Zeichen stehen im Jemen auf Eskalation: Die Huthi-Rebellen scheinen derzeit nicht aufzuhalten zu sein...  ..An anderen Fronten des Jemen-Krieges ist es ruhiger geworden...  ..Solche Übereinkünfte sind ein übliches Eroberungswerkzeug im Jemen..."		Im Jemen rücken die von Iran unterstützten Huthi-Rebellen vor / Von Christoph Ehrhardt, Abu Dhabi	FAZ
Vormarsch mit Deals und schweren Kämpfen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20211001_7565531	2021-10-01	"Die von Iran unterstützten Huthi-Rebellen stehen im Jemen vor der Einnahme einer strategisch wichtigen Stadt. Ihre Gegner machen sich derweil ...
         ..Die Zeichen stehen im Jemen auf Eskalation: Die Huthi-Rebellen scheinen derzeit nicht aufzuhalten zu sein...  ..An anderen Fronten des Jemen-Krieges ist es ruhiger geworden...  ..Solche Übereinkünfte sind ein übliches Eroberungswerkzeug im Jemen..."	Christoph Ehrhardt	Krieg im Jemen	FAZ
Saudi-Arabien fängt Raketen aus Jemen ab	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20210905_7517386	2021-09-05	"Zwei Städte im Süden und ein Ort im für die Ölindustrie wichtigen Osten des Landes sind laut Saudi-Arabiens Regierung zum Ziel von Raketen angriffen ...
         ..Saudi-Arabien hat laut eigenen Angaben drei aus dem Nachbarland Jemen abgefeuerte Raketen abgefangen...  ..Die von Saudi-Arabien geführte Koalition, die im Jemen gegen die Houthi-Rebellen kämpft, erklärte, sie habe neben den Raketen..  ..Die Vereinten Nationen stufen die Lage im Jemen als schwerste humanitäre Krise der Welt ein..."		Konflikt mit Houthi-Rebellen	FAZ
Mehr als 30 Tote bei Angriffen im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FR1202108306290169_2DOK1	2021-08-30	"Bei Angriffen auf den größten Luftwaffenstützpunkt im Jemen sind mindestens 30 Regierungssoldaten getötet und Dutzende weitere verletzt worden. ...
         ..Bei Angriffen auf den größten Luftwaffenstützpunkt im Jemen sind mindestens 30 Regierungssoldaten getötet und Dutzende weitere..  ..Im Jemen herrscht seit sechs Jahren Krieg zwischen den vom sunnitischen Saudi-Arabien und anderen arabischen Staaten unterstützten..  ..Die Vereinten Nationen stufen die Lage im Jemen als schwerste humanitäre Krise der Welt ein.

AFP.."		Wichtiges in Kürze	FAZ
Deutschland liefert wieder Rüstungsgüter an Konfliktparteien	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20180921_5799549	2018-09-21	"Die Bundesregierung exportiert wieder Rüstungsgüter in Länder, die am Jemen-Krieg beteiligt sind. Das geht aus einem Schreiben von Bundeswirtschaftsminister ...
         ..Die Bundesregierung exportiert wieder Rüstungsgüter in Länder, die am Jemen-Krieg beteiligt sind...  ..Sieben Luftverteidigungssysteme gingen an Ägypten, dessen Rolle im Jemen-Krieg unklar ist...  ..Zudem kämen die Lieferungen nicht im Jemen zum Einsatz..."	Lorenz Hemicker	Krieg im Jemen	FAZ
Jemen stoppt Import von Luxusgütern	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20180903_5768650	2018-09-03	"Die Regierung des Jemen hat im Kampf gegen den Verfall der Landeswährung die Einfuhr von Luxusgütern wie etwa Autos verboten. Zudem sollen die ...
         ..Die Regierung des Jemen hat im Kampf gegen den Verfall der Landeswährung die Einfuhr von Luxusgütern wie etwa Autos verboten.."		Kampf gegen Währungsverfall	FAZ
UN prangern im Jemen Kriegsverbrechen an	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201808295502136	2018-08-29	"cheh. BEIRUT, 28. August. Die UN werfen den Kriegsparteien im Jemen Vergehen gegenüber Zivilisten vor, bei denen es sich um Kriegsverbrechen ...
         ..Die UN werfen den Kriegsparteien im Jemen Vergehen gegenüber Zivilisten vor, bei denen es sich um Kriegsverbrechen handeln.."			FAZ
UN prangern Kriegsverbrechen an	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201808295502065	2018-08-29	"cheh. BEIRUT, 28. August. Die Vereinten Nationen werfen den Kriegsparteien im Jemen Vergehen gegenüber Zivilisten vor, bei denen es sich um ...
         ..Die Vereinten Nationen werfen den Kriegsparteien im Jemen Vergehen gegenüber Zivilisten vor, bei denen es sich um Kriegsverbrechen..  ..Die UN-Experten kritisieren auch die von der Koalition verhängte Blockade des Jemen, die völlig unangemessen sei...  ..Saudi-Arabien finanzierten Nachrichtenkanals teilte die Koalition mit, sie schaue sich mit Interesse alle UN-Berichte zum Jemen.."		"""Völlige Missachtung menschlichen Leids"" durch Kriegsparteien im Jemen"	FAZ
UN prangern Kriegsverbrechen an	https://www.faz-biblionet.de/faz-portal/document?uid=FAZE__fazein_133419	2018-08-29	"cheh. BEIRUT, 28. August. Die Vereinten Nationen werfen den Kriegsparteien im Jemen Vergehen gegenüber Zivilisten vor, bei denen es sich um ...
         ..Die Vereinten Nationen werfen den Kriegsparteien im Jemen Vergehen gegenüber Zivilisten vor, bei denen es sich um Kriegsverbrechen..  ..Die UN-Experten kritisieren auch die von der Koalition verhängte Blockade des Jemen, die völlig unangemessen sei...  ..Saudi-Arabien finanzierten Nachrichtenkanals teilte die Koalition mit, sie schaue sich mit Interesse alle UN-Berichte zum Jemen.."		"""Völlige Missachtung menschlichen Leids"" durch Kriegsparteien im Jemen"	FAZ
UN-Ermittler werfen Saudi-Arabien Kriegsverbrechen vor	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20180828_5759656	2018-08-28	"Saudi-Arabien und seine Verbündeten greifen zivile Einrichtungen im Jemen an. Das müsste geahndet werden, fordern Fachleute der Vereinten Nationen. ...
         ..Die UN-Kommission zu Jemen hat der Militärkoalition unter Saudi-Arabien Kriegsverbrechen zur Last gelegt...  ..Durch die Stadt gelangen in normalen Zeiten vier Fünftel aller Lebensmittel in den Jemen...  ..Auch den Rebellen wirft die Jemen-Kommission grobe Verstöße gegen das Völkerrecht vor..."		Kämpfe im Jemen	FAZ
Abnutzungskrieg	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201808275499331	2018-08-27	"ADEN, 26. August /  / Es dauert nur gut eine Viertelstunde, dann werden die Sicherheitsleute nervös und drängen zum Aufbruch. Die Delegation aus ...
         ..Hier zeigt sich auch besonders deutlich, welche Risiken der Jemen-Einsatz für die Emirate birgt und wie vielschichtig die..  ..Die Emirate haben eine beachtliche militärische Infrastruktur im Jemen aufgebaut...  ..Nicht nur in dieser Hinsicht erinnert das Jemen-Engagement Abu Dhabis an den westlichen Einsatz in Afghanistan..."		Vermintes Gelände: Die Politik Abu Dhabis und die blutigen Machtkämpfe im Jemen / Von Christoph Ehrhardt	FAZ
Saudi-Arabien zerstört Jemens Flottenstützpunkt	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20150527_3614544	2015-05-27	"Bei der Zerstörung des Hauptflottenstützpunktes in Hodeida im Bürgerkriegsland Jemen sind mindestens 20 Menschen getötet worden. Durch Luftangriffe ...
         ..Bei der Zerstörung des Hauptflottenstützpunktes in Hodeida im Bürgerkriegsland Jemen sind mindestens 20 Menschen getötet..  ..Im Jemen, dem ärmsten Land Arabiens, kämpfen Houthi-Rebellen gegen Anhänger des nach Saudi-Arabien geflohenen Übergangspräsidenten.."		Angriff auf Houthis	FAZ
UN-Initiative für den Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD3201505214583522_4	2015-05-21	"Die Vereinten Nationen starten eine Friedensinitiative zur Beendigung des militärischen Konflikts zwischen Regierung und Houthi-Rebellen im ...
         ..Nationen starten eine Friedensinitiative zur Beendigung des militärischen Konflikts zwischen Regierung und Houthi-Rebellen im Jemen.."		Wichtiges in Kürze	FAZ
Waffenruhe im Jemen nicht verlängert	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FR1201505184581123	2015-05-18	"SANAA, 17. Mai (AFP). Trotz einer bis Sonntagabend geltenden Waffenruhe sind bei Kämpfen im Jemen am Wochenende Dutzende Menschen getötet worden. ...
         ..Trotz einer bis Sonntagabend geltenden Waffenruhe sind bei Kämpfen im Jemen am Wochenende Dutzende Menschen getötet worden..  ..Angesichts der katastrophalen humanitären Lage im Jemen hatte die arabische Militärallianz unter Führung Saudi-Arabiens eine..  ..Die Houthi-Rebellen boykottierten die Jemen-Konferenz in Riad..."		Steinmeier: Hilfeleistungen dürfen nicht zum Spielball der Politik werden / Dutzende Tote	FAZ
Gefechte trotz Feuerpause	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20150513_3590511	2015-05-13	"Die humanitäre Feuerpause im Jemen wird offensichtlich gebrochen. Die arabischen Nachrichtensender Al-Arabija und Al-Dschasira berichteten am ...
         ..Die humanitäre Feuerpause im Jemen wird offensichtlich gebrochen..."		Jemen	FAZ
